city;venue_name;venue_id;rating;likes_cnt;Activity rate;Employment (jobs) in agriculture, fishery (NACE Rev. 2, A);"Employment (jobs) in arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies (NACE Rev. 2, R to U)";Employment (jobs) in construction (NACE Rev. 2, F);Employment (jobs) in financial and insurance activities (NACE Rev. 2, K);Employment (jobs) in information and communication (NACE Rev. 2, J);Employment (jobs) in mining, manufacturing, energy (NACE Rev. 2, B-E);"Employment (jobs) in professional, scientific and technical activities; administrative and support service activities (NACE Rev. 2, M and N)";Employment (jobs) in public administration, defence, education, human health and social work activities (NACE Rev. 2, O to Q);Employment (jobs) in real estate activities (NACE Rev. 2, L);Employment (jobs) in trade, transport, hotels, restaurants (NACE Rev. 2, G to I);Nationals as a proportion of population;Population on the 1st of January, total;Proportion of employment in industries (NACE Rev.1.1 C-E);Proportion of population aged 0-4 years;Proportion of population aged 10-14 years;Proportion of population aged 15-19 years;Proportion of population aged 20-24 years;Proportion of population aged 25-34 years;Proportion of population aged 35-44 years;Proportion of population aged 45-54 years;Proportion of population aged 5-9 years;Proportion of population aged 65-74 years;Proportion of population aged 75 years and over;Proportion of total population aged 55-64;Unemployment rate, female;Unemployment rate, male;Women per 100 men;Young-age dependency ratio (population aged 0-19 to population 20-64 years)
Berlin;Steakhaus Asador;4be997656295c9b6db668508;7.2;148;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Sommerbar;5427404b498e4c803e23da38;;4;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;SeeGarten;4ff48530e4b0f3316197e805;7.5;9;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Schleusenkrug;4adcda77f964a520e14521e3;8.5;497;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Rübezahl am Müggelsee;4adcda73f964a5205a4521e3;7.5;67;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Restaurant Strandbad Lübars;539d7849498e0fb58c420343;;6;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Republik Berlin;573f383b498e8dc192b95c55;7.6;52;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Remise No 1;4d1696ed85fc6dcb9157a74e;6.3;10;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Pratergarten;4b611125f964a5207c082ae3;8.2;1273;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Prater Gaststätte;5241b4c97e48a78bdf03b8e7;7.5;52;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Pfefferberg;4adcda76f964a520bf4521e3;7.6;59;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Nirgendwo;548dd889498e3141e0911a34;8.2;21;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Moabiter Freiheit;4fef597ce4b018055bd14e81;7.6;33;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Minigolf und Pit-Pat am Hertzbergplatz;4bddb0abf5eab713a60b2ef8;7.3;8;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Mauersegler;4adcda7af964a520e44621e3;6.1;63;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Maisel's Biergarten;4bdc2537c79cc928975685e9;6.7;14;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Luise;4adcda75f964a520a04521e3;6.4;63;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Luftgarten;4d97146b61a3a1cd5934ab42;6.8;60;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Loretta an der Spree;5bca1b65e1f0aa002cce0fb4;7.4;7;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Lindwerder;4c001749daf9c9b6f940fbef;7.0;9;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Lenzig;4b51a157f964a5203c5127e3;7.5;50;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Kartoffelhaus No 1;4d91cd103dd4a0934e778118;5.8;15;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Kaffeegarten auf der Pfaueninsel;57cad02f498eade6c88d3b9d;;5;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Jockel Biergarten;53541e32498e5522be7a5eed;5.6;44;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;I Due Forni;4b54ad4af964a5208bc627e3;7.9;908;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Haus Sanssouci;4c20c6424889a593e9df2620;7.7;9;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Hasenschänke;4ba33af5f964a520e03038e3;8.1;42;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Golgatha Biergarten am Kreuzberg;4adcda73f964a520614521e3;7.8;216;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Gestrandet am Müggelsee;4e1756fa88777e964765a066;8.2;33;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Estrel Sommergarten;501c094ae4b01e6a9102fabf;6.9;30;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Eschenbräu;4b06da02f964a52075f122e3;9.0;393;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Die Fischerhütte am Schlachtensee;4adcda78f964a5206a4621e3;7.8;174;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Clärchens Ballhaus;4adcda8df964a520414a21e3;7.8;674;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Charlie's Beach;4c12610ab2510f478882c498;7.2;76;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Carabao;4b9a915af964a52009c235e3;6.1;8;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Caprivi;4d9880f697d06ea83bf3340b;7.1;39;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Café am Neuen See;4adcda73f964a520584521e3;8.6;1094;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Brauhaus Spandau;4adcda73f964a520654521e3;8.3;135;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Brauhaus GeorgBraeu;4ba00d3df964a520d65537e3;6.3;202;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Blockhaus Nikolskoe;4adcda7ff964a520f24721e3;7.4;19;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Birgit & Bier;554ceab7498ece88480760e8;7.6;331;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Bierhof Rüdersdorf;4bd183c3462cb713b648da07;7.7;58;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Bier Ambulanze;5005c253e4b0b7eb52c49b90;6.6;7;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Banjaluka;4c275511c11dc9b6cf5e2a24;7.2;67;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;BRŁO Brwhouse;575582b5498ea375c57d504f;8.8;757;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Autoimbiss;4f801c78e4b042dc206ba00e;;3;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;ApartHotel Landhaus Lichterfelde mit Remise anno 1895;5716a94d498e134b509c2f1c;;0;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Ambrosius;4adcda85f964a520ef4821e3;5.4;12;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Alter Krug Dahlem;4b55ccc5f964a5209cf027e3;7.4;48;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Alter Fritz;4adcda74f964a520674521e3;7.4;14;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Alt-Berliner Wirtshaus;5ac22d64f62f2b44784d1f94;;2;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
